feature,value
pearson_r_ATAC::primed_ucla2_hescs__embryo_sc,-0.002242914922649435
p_value_ATAC::primed_ucla2_hescs__embryo_sc,3.3609583126232817e-283
fraction_within_ATAC::primed_ucla2_hescs__embryo_sc,0.02286913889340362
cosine_similarity_ATAC::primed_ucla2_hescs__embryo_sc,0.03759463560987129
x_sum_ATAC::primed_ucla2_hescs__embryo_sc,257016019.01388252
y_sum_ATAC::primed_ucla2_hescs__embryo_sc,6215141.600582033
x_squared_sum_ATAC::primed_ucla2_hescs__embryo_sc,3961717906.470374
y_squared_sum_ATAC::primed_ucla2_hescs__embryo_sc,6172430.780041243
xy_sum_ATAC::primed_ucla2_hescs__embryo_sc,5878895.873830893
n_ATAC::primed_ucla2_hescs__embryo_sc,257066779.0
pearson_r_ATAC::prostate__cancer_tis,-0.00195545192138885
p_value_ATAC::prostate__cancer_tis,9.028390429238233e-216
fraction_within_ATAC::prostate__cancer_tis,0.0010043037457323663
cosine_similarity_ATAC::prostate__cancer_tis,0.007229665096478252
x_sum_ATAC::prostate__cancer_tis,257016019.01388252
y_sum_ATAC::prostate__cancer_tis,325721.20005527884
x_squared_sum_ATAC::prostate__cancer_tis,3961717906.470374
y_squared_sum_ATAC::prostate__cancer_tis,321886.06000764103
xy_sum_ATAC::prostate__cancer_tis,258173.12905305438
n_ATAC::prostate__cancer_tis,257066779.0
pearson_r_ATAC::prostate__tis,-0.0018491684270482936
p_value_ATAC::prostate__tis,3.5669269159390515e-193
fraction_within_ATAC::prostate__tis,0.0021988261090459846
cosine_similarity_ATAC::prostate__tis,0.01113317118463942
x_sum_ATAC::prostate__tis,257016019.01388252
y_sum_ATAC::prostate__tis,656046.6000719368
x_squared_sum_ATAC::prostate__tis,3961717906.470374
y_squared_sum_ATAC::prostate__tis,650657.3800028102
xy_sum_ATAC::prostate__tis,565245.145433554
n_ATAC::prostate__tis,257066779.0
pearson_r_ATAC::prostate_gland__tis,-0.0010124801680848484
p_value_ATAC::prostate_gland__tis,2.9276093625706004e-59
fraction_within_ATAC::prostate_gland__tis,0.0049819802305808274
cosine_similarity_ATAC::prostate_gland__tis,0.017592011586900196
x_sum_ATAC::prostate_gland__tis,257016019.01388252
y_sum_ATAC::prostate_gland__tis,1352057.1001935825
x_squared_sum_ATAC::prostate_gland__tis,3961717906.470374
y_squared_sum_ATAC::prostate_gland__tis,1337769.7100126753
xy_sum_ATAC::prostate_gland__tis,1280701.6109170907
n_ATAC::prostate_gland__tis,257066779.0
pearson_r_ATAC::psoas_muscle__dm_htn_tis,-0.0011059741878626061
p_value_ATAC::psoas_muscle__dm_htn_tis,2.3565281691255875e-70
fraction_within_ATAC::psoas_muscle__dm_htn_tis,0.023988165354615114
cosine_similarity_ATAC::psoas_muscle__dm_htn_tis,0.039061255717213604
x_sum_ATAC::psoas_muscle__dm_htn_tis,257016019.01388252
y_sum_ATAC::psoas_muscle__dm_htn_tis,6334545.000582494
x_squared_sum_ATAC::psoas_muscle__dm_htn_tis,3961717906.470374
y_squared_sum_ATAC::psoas_muscle__dm_htn_tis,6290860.140025472
xy_sum_ATAC::psoas_muscle__dm_htn_tis,6166560.4018303
n_ATAC::psoas_muscle__dm_htn_tis,257066779.0
pearson_r_ATAC::psoas_muscle__emp_tis,-0.0016014602924048012
p_value_ATAC::psoas_muscle__emp_tis,2.1279353081049923e-145
fraction_within_ATAC::psoas_muscle__emp_tis,0.02478469889619589
cosine_similarity_ATAC::psoas_muscle__emp_tis,0.03946919085769068
x_sum_ATAC::psoas_muscle__emp_tis,257016019.01388252
y_sum_ATAC::psoas_muscle__emp_tis,6619361.000550628
x_squared_sum_ATAC::psoas_muscle__emp_tis,3961717906.470374
y_squared_sum_ATAC::psoas_muscle__emp_tis,6577475.080011691
xy_sum_ATAC::psoas_muscle__emp_tis,6371322.713729933
n_ATAC::psoas_muscle__emp_tis,257066779.0
pearson_r_ATAC::psoas_muscle__tis,-0.0012563858994574363
p_value_ATAC::psoas_muscle__tis,3.0364393903677377e-90
fraction_within_ATAC::psoas_muscle__tis,0.01800897909858026
cosine_similarity_ATAC::psoas_muscle__tis,0.03370992871419899
x_sum_ATAC::psoas_muscle__tis,257016019.01388252
y_sum_ATAC::psoas_muscle__tis,4795736.500470012
x_squared_sum_ATAC::psoas_muscle__tis,3961717906.470374
y_squared_sum_ATAC::psoas_muscle__tis,4760700.75002257
xy_sum_ATAC::psoas_muscle__tis,4629510.249950351
n_ATAC::psoas_muscle__tis,257066779.0
pearson_r_ATAC::putamen__oth,-0.0006729459254827637
p_value_ATAC::putamen__oth,3.856876759133279e-27
fraction_within_ATAC::putamen__oth,0.017467175142456402
cosine_similarity_ATAC::putamen__oth,0.0334889366159766
x_sum_ATAC::putamen__oth,257016019.01388252
y_sum_ATAC::putamen__oth,4577601.100538984
x_squared_sum_ATAC::putamen__oth,3961717906.470374
y_squared_sum_ATAC::putamen__oth,4537859.010037395
xy_sum_ATAC::putamen__oth,4490230.4521001335
n_ATAC::putamen__oth,257066779.0
pearson_r_ATAC::raji__cancer_cl,-0.0026391562907587545
p_value_ATAC::raji__cancer_cl,0.0
fraction_within_ATAC::raji__cancer_cl,0.003793444796732929
cosine_similarity_ATAC::raji__cancer_cl,0.014517192863096893
x_sum_ATAC::raji__cancer_cl,257016019.01388252
y_sum_ATAC::raji__cancer_cl,1146445.0001015365
x_squared_sum_ATAC::raji__cancer_cl,3961717906.470374
y_squared_sum_ATAC::raji__cancer_cl,1138965.600008108
xy_sum_ATAC::raji__cancer_cl,975168.6352104439
n_ATAC::raji__cancer_cl,257066779.0
pearson_r_ATAC::regulatory_t_cell__oth,-0.0037972056956215726
p_value_ATAC::regulatory_t_cell__oth,0.0
fraction_within_ATAC::regulatory_t_cell__oth,0.005877911612519125
cosine_similarity_ATAC::regulatory_t_cell__oth,0.017853999491311997
x_sum_ATAC::regulatory_t_cell__oth,257016019.01388252
y_sum_ATAC::regulatory_t_cell__oth,1821032.1001782492
x_squared_sum_ATAC::regulatory_t_cell__oth,3961717906.470374
y_squared_sum_ATAC::regulatory_t_cell__oth,1807937.5700123538
xy_sum_ATAC::regulatory_t_cell__oth,1511015.8054769875
n_ATAC::regulatory_t_cell__oth,257066779.0
pearson_r_ATAC::right_atrium_auricular_region__tis,-0.0015715234313887704
p_value_ATAC::right_atrium_auricular_region__tis,4.350758446376583e-140
fraction_within_ATAC::right_atrium_auricular_region__tis,0.005258807468146617
cosine_similarity_ATAC::right_atrium_auricular_region__tis,0.017815713787729424
x_sum_ATAC::right_atrium_auricular_region__tis,257016019.01388252
y_sum_ATAC::right_atrium_auricular_region__tis,1467137.5001871213
x_squared_sum_ATAC::right_atrium_auricular_region__tis,3961717906.470374
y_squared_sum_ATAC::right_atrium_auricular_region__tis,1453370.870014507
xy_sum_ATAC::right_atrium_auricular_region__tis,1351864.697217596
n_ATAC::right_atrium_auricular_region__tis,257066779.0
pearson_r_ATAC::right_cardiac_atrium__dm_htn_tis,-0.0016131446747656203
p_value_ATAC::right_cardiac_atrium__dm_htn_tis,1.6909007763255054e-147
fraction_within_ATAC::right_cardiac_atrium__dm_htn_tis,0.028805065511490237
cosine_similarity_ATAC::right_cardiac_atrium__dm_htn_tis,0.04260081345113449
x_sum_ATAC::right_cardiac_atrium__dm_htn_tis,257016019.01388252
y_sum_ATAC::right_cardiac_atrium__dm_htn_tis,7673386.700648338
x_squared_sum_ATAC::right_cardiac_atrium__dm_htn_tis,3961717906.470374
y_squared_sum_ATAC::right_cardiac_atrium__dm_htn_tis,7626237.29005944
xy_sum_ATAC::right_cardiac_atrium__dm_htn_tis,7404825.409922782
n_ATAC::right_cardiac_atrium__dm_htn_tis,257066779.0
pearson_r_ATAC::right_cardiac_atrium__htn_emp_tis,-0.0011836971952780973
p_value_ATAC::right_cardiac_atrium__htn_emp_tis,2.56426427122e-80
fraction_within_ATAC::right_cardiac_atrium__htn_emp_tis,0.024850684327046894
cosine_similarity_ATAC::right_cardiac_atrium__htn_emp_tis,0.03972916762505939
x_sum_ATAC::right_cardiac_atrium__htn_emp_tis,257016019.01388252
y_sum_ATAC::right_cardiac_atrium__htn_emp_tis,6571256.200602666
x_squared_sum_ATAC::right_cardiac_atrium__htn_emp_tis,3961717906.470374
y_squared_sum_ATAC::right_cardiac_atrium__htn_emp_tis,6526286.520031315
xy_sum_ATAC::right_cardiac_atrium__htn_emp_tis,6388285.375899727
n_ATAC::right_cardiac_atrium__htn_emp_tis,257066779.0
pearson_r_ATAC::right_cardiac_atrium__htn_tis,-0.0018555451574765217
p_value_ATAC::right_cardiac_atrium__htn_tis,1.7063843729720208e-194
fraction_within_ATAC::right_cardiac_atrium__htn_tis,0.005022144669505141
cosine_similarity_ATAC::right_cardiac_atrium__htn_tis,0.01725969521542679
x_sum_ATAC::right_cardiac_atrium__htn_tis,257016019.01388252
y_sum_ATAC::right_cardiac_atrium__htn_tis,1425150.200177148
x_squared_sum_ATAC::right_cardiac_atrium__htn_tis,3961717906.470374
y_squared_sum_ATAC::right_cardiac_atrium__htn_tis,1412279.1800160029
xy_sum_ATAC::right_cardiac_atrium__htn_tis,1291026.553861706
n_ATAC::right_cardiac_atrium__htn_tis,257066779.0
pearson_r_ATAC::right_cardiac_atrium__tis,-0.00200018115230625
p_value_ATAC::right_cardiac_atrium__tis,1.1726371224794453e-225
fraction_within_ATAC::right_cardiac_atrium__tis,0.014078727401684655
cosine_similarity_ATAC::right_cardiac_atrium__tis,0.02939078355017848
x_sum_ATAC::right_cardiac_atrium__tis,257016019.01388252
y_sum_ATAC::right_cardiac_atrium__tis,3856307.8004032373
x_squared_sum_ATAC::right_cardiac_atrium__tis,3961717906.470374
y_squared_sum_ATAC::right_cardiac_atrium__tis,3827479.160044091
xy_sum_ATAC::right_cardiac_atrium__tis,3619173.1055701133
n_ATAC::right_cardiac_atrium__tis,257066779.0
pearson_r_ATAC::right_lobe_of_liver__htn_tis,-0.0007651461950300657
p_value_ATAC::right_lobe_of_liver__htn_tis,1.3483168135014219e-34
fraction_within_ATAC::right_lobe_of_liver__htn_tis,0.0432332277139277
cosine_similarity_ATAC::right_lobe_of_liver__htn_tis,0.05275750299183445
x_sum_ATAC::right_lobe_of_liver__htn_tis,257016019.01388252
y_sum_ATAC::right_lobe_of_liver__htn_tis,11268445.900901616
x_squared_sum_ATAC::right_lobe_of_liver__htn_tis,3961717906.470374
y_squared_sum_ATAC::right_lobe_of_liver__htn_tis,11201475.150049692
xy_sum_ATAC::right_lobe_of_liver__htn_tis,11113826.594192928
n_ATAC::right_lobe_of_liver__htn_tis,257066779.0
pearson_r_ATAC::right_lobe_of_liver__tis,-0.0011498127372934401
p_value_ATAC::right_lobe_of_liver__tis,6.843668612292272e-76
fraction_within_ATAC::right_lobe_of_liver__tis,0.04422118546716893
cosine_similarity_ATAC::right_lobe_of_liver__tis,0.05318727755226098
x_sum_ATAC::right_lobe_of_liver__tis,257016019.01388252
y_sum_ATAC::right_lobe_of_liver__tis,11602277.400978453
x_squared_sum_ATAC::right_lobe_of_liver__tis,3961717906.470374
y_squared_sum_ATAC::right_lobe_of_liver__tis,11530645.040077817
xy_sum_ATAC::right_lobe_of_liver__tis,11367797.711606728
n_ATAC::right_lobe_of_liver__tis,257066779.0
pearson_r_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,-0.0010747444276376368
p_value_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,1.535519924553031e-66
fraction_within_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,0.019376387868756638
cosine_similarity_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,0.03507836652347726
x_sum_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,257016019.01388252
y_sum_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,5128125.800523579
x_squared_sum_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,3961717906.470374
y_squared_sum_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,5089501.880037883
xy_sum_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,4981025.618075944
n_ATAC::right_ventricle_myocardium_inferior__htn_emp_tis,257066779.0
pearson_r_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,-0.0012372234722801353
p_value_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,1.4333615653138177e-87
fraction_within_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,0.0266409335154479
cosine_similarity_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,0.04112788672190667
x_sum_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,257016019.01388252
y_sum_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,7046347.7006353885
x_squared_sum_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,3961717906.470374
y_squared_sum_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,6998975.150033958
xy_sum_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,6848498.968369339
n_ATAC::right_ventricle_myocardium_superior__htn_emp_tis,257066779.0
pearson_r_ATAC::rj2_2_5__cancer_cl,-0.002786542436381532
p_value_ATAC::rj2_2_5__cancer_cl,0.0
fraction_within_ATAC::rj2_2_5__cancer_cl,0.001646892546082556
cosine_similarity_ATAC::rj2_2_5__cancer_cl,0.009115861443801066
x_sum_ATAC::rj2_2_5__cancer_cl,257016019.01388252
y_sum_ATAC::rj2_2_5__cancer_cl,548481.1000537127
x_squared_sum_ATAC::rj2_2_5__cancer_cl,3961717906.470374
y_squared_sum_ATAC::rj2_2_5__cancer_cl,544431.7700018423
xy_sum_ATAC::rj2_2_5__cancer_cl,423361.36218055175
n_ATAC::rj2_2_5__cancer_cl,257066779.0
pearson_r_ATAC::rues2__cl,-0.0022414378631069785
p_value_ATAC::rues2__cl,7.879379050214995e-283
fraction_within_ATAC::rues2__cl,0.013148121220183124
cosine_similarity_ATAC::rues2__cl,0.02828556657828941
x_sum_ATAC::rues2__cl,257016019.01388252
y_sum_ATAC::rues2__cl,3637812.8004554138
x_squared_sum_ATAC::rues2__cl,3961717906.470374
y_squared_sum_ATAC::rues2__cl,3604176.0600274517
xy_sum_ATAC::rues2__cl,3379945.1719740257
n_ATAC::rues2__cl,257066779.0
pearson_r_ATAC::rues2__embryo_cl,-0.0028068704896889248
p_value_ATAC::rues2__embryo_cl,0.0
fraction_within_ATAC::rues2__embryo_cl,0.009190113746934993
cosine_similarity_ATAC::rues2__embryo_cl,0.023229108681266382
x_sum_ATAC::rues2__embryo_cl,257016019.01388252
y_sum_ATAC::rues2__embryo_cl,2637613.6003646404
x_squared_sum_ATAC::rues2__embryo_cl,3961717906.470374
y_squared_sum_ATAC::rues2__embryo_cl,2610868.7800268964
xy_sum_ATAC::rues2__embryo_cl,2362472.9395681997
n_ATAC::rues2__embryo_cl,257066779.0
pearson_r_ATAC::rwpe1__cl,-0.0008215986534810543
p_value_ATAC::rwpe1__cl,1.2560654246829038e-39
fraction_within_ATAC::rwpe1__cl,0.003751866036481395
cosine_similarity_ATAC::rwpe1__cl,0.015287640677424328
x_sum_ATAC::rwpe1__cl,257016019.01388252
y_sum_ATAC::rwpe1__cl,1014705.0001350418
x_squared_sum_ATAC::rwpe1__cl,3961717906.470374
y_squared_sum_ATAC::rwpe1__cl,1004666.8600083378
xy_sum_ATAC::rwpe1__cl,964480.1172377687
n_ATAC::rwpe1__cl,257066779.0
pearson_r_ATAC::rwpe2__embryo_cancer_cl,-0.000753565212711979
p_value_ATAC::rwpe2__embryo_cancer_cl,1.3125770862364636e-33
fraction_within_ATAC::rwpe2__embryo_cancer_cl,0.02746490621222674
cosine_similarity_ATAC::rwpe2__embryo_cancer_cl,0.042002521406280614
x_sum_ATAC::rwpe2__embryo_cancer_cl,257016019.01388252
y_sum_ATAC::rwpe2__embryo_cancer_cl,7182489.5006936565
x_squared_sum_ATAC::rwpe2__embryo_cancer_cl,3961717906.470374
y_squared_sum_ATAC::rwpe2__embryo_cancer_cl,7132041.810063
xy_sum_ATAC::rwpe2__embryo_cancer_cl,7060314.975514218
n_ATAC::rwpe2__embryo_cancer_cl,257066779.0
pearson_r_ATAC::sciatic_nerve__dm_htn_tis,-0.001746197253523167
p_value_ATAC::sciatic_nerve__dm_htn_tis,1.7510843732034328e-172
fraction_within_ATAC::sciatic_nerve__dm_htn_tis,0.020077204075708156
cosine_similarity_ATAC::sciatic_nerve__dm_htn_tis,0.035381112690054506
x_sum_ATAC::sciatic_nerve__dm_htn_tis,257016019.01388252
y_sum_ATAC::sciatic_nerve__dm_htn_tis,5405954.100471094
x_squared_sum_ATAC::sciatic_nerve__dm_htn_tis,3961717906.470374
y_squared_sum_ATAC::sciatic_nerve__dm_htn_tis,5371206.590031465
xy_sum_ATAC::sciatic_nerve__dm_htn_tis,5161182.183067968
n_ATAC::sciatic_nerve__dm_htn_tis,257066779.0
pearson_r_ATAC::sciatic_nerve__tis,-0.001391833920120238
p_value_ATAC::sciatic_nerve__tis,2.6011282446782533e-110
fraction_within_ATAC::sciatic_nerve__tis,0.035595669625213405
cosine_similarity_ATAC::sciatic_nerve__tis,0.047546540663579974
x_sum_ATAC::sciatic_nerve__tis,257016019.01388252
y_sum_ATAC::sciatic_nerve__tis,9406538.100788914
x_squared_sum_ATAC::sciatic_nerve__tis,3961717906.470374
y_squared_sum_ATAC::sciatic_nerve__tis,9348993.310063038
xy_sum_ATAC::sciatic_nerve__tis,9150464.136901747
n_ATAC::sciatic_nerve__tis,257066779.0
pearson_r_ATAC::sh_ep__cancer_cl,-0.0015682527442298067
p_value_ATAC::sh_ep__cancer_cl,1.631963018812412e-139
fraction_within_ATAC::sh_ep__cancer_cl,0.0012042854922165256
cosine_similarity_ATAC::sh_ep__cancer_cl,0.008162705641476977
x_sum_ATAC::sh_ep__cancer_cl,257016019.01388252
y_sum_ATAC::sh_ep__cancer_cl,367129.60005456954
x_squared_sum_ATAC::sh_ep__cancer_cl,3961717906.470374
y_squared_sum_ATAC::sh_ep__cancer_cl,363077.22000218614
xy_sum_ATAC::sh_ep__cancer_cl,309581.7924805318
n_ATAC::sh_ep__cancer_cl,257066779.0
pearson_r_ATAC::sigmoid_colon__tis,-0.0016820958870462524
p_value_ATAC::sigmoid_colon__tis,3.363137578089078e-160
fraction_within_ATAC::sigmoid_colon__tis,0.021851036455578125
cosine_similarity_ATAC::sigmoid_colon__tis,0.03698186536334489
x_sum_ATAC::sigmoid_colon__tis,257016019.01388252
y_sum_ATAC::sigmoid_colon__tis,5862549.200528398
x_squared_sum_ATAC::sigmoid_colon__tis,3961717906.470374
y_squared_sum_ATAC::sigmoid_colon__tis,5823375.840034306
xy_sum_ATAC::sigmoid_colon__tis,5617175.559447045
n_ATAC::sigmoid_colon__tis,257066779.0
pearson_r_ATAC::sirt6_1_1__cancer_cl,-0.0012761922514945994
p_value_ATAC::sirt6_1_1__cancer_cl,4.737375693987962e-93
fraction_within_ATAC::sirt6_1_1__cancer_cl,0.02123282525613812
cosine_similarity_ATAC::sirt6_1_1__cancer_cl,0.03660557943637016
x_sum_ATAC::sirt6_1_1__cancer_cl,257016019.01388252
y_sum_ATAC::sirt6_1_1__cancer_cl,5641345.000390992
x_squared_sum_ATAC::sirt6_1_1__cancer_cl,3961717906.470374
y_squared_sum_ATAC::sirt6_1_1__cancer_cl,5612151.200017804
xy_sum_ATAC::sirt6_1_1__cancer_cl,5458253.997665277
n_ATAC::sirt6_1_1__cancer_cl,257066779.0
pearson_r_ATAC::sirt6_2_7__cancer_cl,-0.0014821917827536556
p_value_ATAC::sirt6_2_7__cancer_cl,7.791607215010309e-125
fraction_within_ATAC::sirt6_2_7__cancer_cl,0.01896018820157982
cosine_similarity_ATAC::sirt6_2_7__cancer_cl,0.034469090128243215
x_sum_ATAC::sirt6_2_7__cancer_cl,257016019.01388252
y_sum_ATAC::sirt6_2_7__cancer_cl,5075689.800389804
x_squared_sum_ATAC::sirt6_2_7__cancer_cl,3961717906.470374
y_squared_sum_ATAC::sirt6_2_7__cancer_cl,5047008.220026161
xy_sum_ATAC::sirt6_2_7__cancer_cl,4874034.510213927
n_ATAC::sirt6_2_7__cancer_cl,257066779.0
pearson_r_ATAC::sk_n_mc__cancer_cl,-0.0007830468657875374
p_value_ATAC::sk_n_mc__cancer_cl,3.739886920381676e-36
fraction_within_ATAC::sk_n_mc__cancer_cl,0.0007715103965329042
cosine_similarity_ATAC::sk_n_mc__cancer_cl,0.0067407762017811755
x_sum_ATAC::sk_n_mc__cancer_cl,257016019.01388252
y_sum_ATAC::sk_n_mc__cancer_cl,220643.0000300184
x_squared_sum_ATAC::sk_n_mc__cancer_cl,3961717906.470374
y_squared_sum_ATAC::sk_n_mc__cancer_cl,218510.40000331233
xy_sum_ATAC::sk_n_mc__cancer_cl,198329.69260172645
n_ATAC::sk_n_mc__cancer_cl,257066779.0
pearson_r_ATAC::sk_n_sh__cancer_cl,-0.0007320140992778433
p_value_ATAC::sk_n_sh__cancer_cl,8.27418538098248e-32
fraction_within_ATAC::sk_n_sh__cancer_cl,0.04453859031767054
cosine_similarity_ATAC::sk_n_sh__cancer_cl,0.053522785305349714
x_sum_ATAC::sk_n_sh__cancer_cl,257016019.01388252
y_sum_ATAC::sk_n_sh__cancer_cl,11599637.900671937
x_squared_sum_ATAC::sk_n_sh__cancer_cl,3961717906.470374
y_squared_sum_ATAC::sk_n_sh__cancer_cl,11550582.490056267
xy_sum_ATAC::sk_n_sh__cancer_cl,11449391.954164153
n_ATAC::sk_n_sh__cancer_cl,257066779.0
pearson_r_ATAC::skcm__cancer_cl,-0.0012773163380668904
p_value_ATAC::skcm__cancer_cl,3.2728748637244265e-93
fraction_within_ATAC::skcm__cancer_cl,0.015747774287696772
cosine_similarity_ATAC::skcm__cancer_cl,0.03146600421170184
x_sum_ATAC::skcm__cancer_cl,257016019.01388252
y_sum_ATAC::skcm__cancer_cl,4206658.800386272
x_squared_sum_ATAC::skcm__cancer_cl,3961717906.470374
y_squared_sum_ATAC::skcm__cancer_cl,4177952.8400210617
xy_sum_ATAC::skcm__cancer_cl,4048229.612557228
n_ATAC::skcm__cancer_cl,257066779.0
pearson_r_ATAC::skin__oth,-0.0007288111303439208
p_value_ATAC::skin__oth,1.5163164038036855e-31
fraction_within_ATAC::skin__oth,0.012567315968103548
cosine_similarity_ATAC::skin__oth,0.02834424830968446
x_sum_ATAC::skin__oth,257016019.01388252
y_sum_ATAC::skin__oth,3311098.900426887
x_squared_sum_ATAC::skin__oth,3961717906.470374
y_squared_sum_ATAC::skin__oth,3279167.070021222
xy_sum_ATAC::skin__oth,3230639.4365956457
n_ATAC::skin__oth,257066779.0
pearson_r_ATAC::skin_cell__embryo_sc,-0.002663674746392051
p_value_ATAC::skin_cell__embryo_sc,0.0
fraction_within_ATAC::skin_cell__embryo_sc,0.002093107841827136
cosine_similarity_ATAC::skin_cell__embryo_sc,0.010485348793948317
x_sum_ATAC::skin_cell__embryo_sc,257016019.01388252
y_sum_ATAC::skin_cell__embryo_sc,670209.4000748172
x_squared_sum_ATAC::skin_cell__embryo_sc,3961717906.470374
y_squared_sum_ATAC::skin_cell__embryo_sc,664700.2000054677
xy_sum_ATAC::skin_cell__embryo_sc,538068.4909981433
n_ATAC::skin_cell__embryo_sc,257066779.0
pearson_r_ATAC::skmel147__cancer_cl,-0.0005608899359451638
p_value_ATAC::skmel147__cancer_cl,2.407506642870364e-19
fraction_within_ATAC::skmel147__cancer_cl,0.007531894114570939
cosine_similarity_ATAC::skmel147__cancer_cl,0.02192086014224937
x_sum_ATAC::skmel147__cancer_cl,257016019.01388252
y_sum_ATAC::skmel147__cancer_cl,1984312.9002063796
x_squared_sum_ATAC::skmel147__cancer_cl,3961717906.470374
y_squared_sum_ATAC::skmel147__cancer_cl,1969253.3500164184
xy_sum_ATAC::skmel147__cancer_cl,1936199.759801808
n_ATAC::skmel147__cancer_cl,257066779.0
pearson_r_ATAC::sperm__tis,-0.0009545848610761244
p_value_ATAC::sperm__tis,7.063788559104789e-53
fraction_within_ATAC::sperm__tis,0.0033080524387332087
cosine_similarity_ATAC::sperm__tis,0.014252432436476802
x_sum_ATAC::sperm__tis,257016019.01388252
y_sum_ATAC::sperm__tis,905549.8000964448
x_squared_sum_ATAC::sperm__tis,3961717906.470374
y_squared_sum_ATAC::sperm__tis,898618.0800109422
xy_sum_ATAC::sperm__tis,850390.3851882408
n_ATAC::sperm__tis,257066779.0
pearson_r_ATAC::spleen__dm_htn_tis,0.0004365553271503391
p_value_ATAC::spleen__dm_htn_tis,2.5701724880992705e-12
fraction_within_ATAC::spleen__dm_htn_tis,0.04917087443036256
cosine_similarity_ATAC::spleen__dm_htn_tis,0.05683253195648833
x_sum_ATAC::spleen__dm_htn_tis,257016019.01388252
y_sum_ATAC::spleen__dm_htn_tis,12551116.500869513
x_squared_sum_ATAC::spleen__dm_htn_tis,3961717906.470374
y_squared_sum_ATAC::spleen__dm_htn_tis,12486197.990040561
xy_sum_ATAC::spleen__dm_htn_tis,12640198.310426764
n_ATAC::spleen__dm_htn_tis,257066779.0
pearson_r_ATAC::spleen__emp_tis,-0.0012958574428244567
p_value_ATAC::spleen__emp_tis,7.006286480129388e-96
fraction_within_ATAC::spleen__emp_tis,0.021685989382912593
cosine_similarity_ATAC::spleen__emp_tis,0.03700874127056523
x_sum_ATAC::spleen__emp_tis,257016019.01388252
y_sum_ATAC::spleen__emp_tis,5762507.100474969
x_squared_sum_ATAC::spleen__emp_tis,3961717906.470374
y_squared_sum_ATAC::spleen__emp_tis,5727409.250028592
xy_sum_ATAC::spleen__emp_tis,5574747.440093538
n_ATAC::spleen__emp_tis,257066779.0
pearson_r_ATAC::spleen__tis,0.0006513630951032335
p_value_ATAC::spleen__tis,1.5691231790704705e-25
fraction_within_ATAC::spleen__tis,0.03835496211833816
cosine_similarity_ATAC::spleen__tis,0.05033691867761613
x_sum_ATAC::spleen__tis,257016019.01388252
y_sum_ATAC::spleen__tis,9740704.700763628
x_squared_sum_ATAC::spleen__tis,3961717906.470374
y_squared_sum_ATAC::spleen__tis,9684522.7900551
xy_sum_ATAC::spleen__tis,9859786.570428208
n_ATAC::spleen__tis,257066779.0
pearson_r_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,-0.004230561640094487
p_value_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,0.0
fraction_within_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,0.004669000236978557
cosine_similarity_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,0.015551712495064493
x_sum_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,257016019.01388252
y_sum_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,1515343.2001601309
x_squared_sum_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,3961717906.470374
y_squared_sum_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,1503487.140010775
xy_sum_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,1200244.8520703143
n_ATAC::ssea4_5ilaf_cultured_ucla1_hescs__embryo_sc,257066779.0
pearson_r_ATAC::stad__cancer_cl,-0.002113189831599288
p_value_ATAC::stad__cancer_cl,1.2498744105627875e-251
fraction_within_ATAC::stad__cancer_cl,0.018227759354671795
cosine_similarity_ATAC::stad__cancer_cl,0.03350848345206542
x_sum_ATAC::stad__cancer_cl,257016019.01388252
y_sum_ATAC::stad__cancer_cl,4969697.50044696
x_squared_sum_ATAC::stad__cancer_cl,3961717906.470374
y_squared_sum_ATAC::stad__cancer_cl,4935889.070014123
xy_sum_ATAC::stad__cancer_cl,4685751.385692597
n_ATAC::stad__cancer_cl,257066779.0
pearson_r_ATAC::stem_cell__sc,-0.0038061501326371117
